model,term,log_odds,se,or,or_lower95,or_upper95,p_value,significant
svy_interaction_cannabis_by_gender,(Intercept),-0.658153937185042,0.03547150057143843,0.5178063557645736,0.48302854982614757,0.5550881457559632,1.9513719216124215e-76,*
svy_interaction_cannabis_by_gender,age_group.L,-0.2312939711352668,0.03186511307025828,0.7935061638370425,0.7454621735201303,0.8446465218672512,4.0050493679723624e-13,*
svy_interaction_cannabis_by_gender,age_group.Q,-0.22833255041399145,0.031110778780933247,0.79585955239998,0.7487793442982023,0.8458999730286992,2.1992130338288671e-13,*
svy_interaction_cannabis_by_gender,age_group.C,0.07518334517919367,0.031063900365822215,1.0780817938653158,1.0143995285244227,1.1457619227746658,0.015514263296478672,*
svy_interaction_cannabis_by_gender,genderMale,-0.18333482664382986,0.04260851492587349,0.8324893694455608,0.7657885092775124,0.9049999338508209,1.691892980563825e-5,*
svy_interaction_cannabis_by_gender,genderNon-binary,-0.7321974357107639,0.16413665903104552,0.4808511887169488,0.3485714849792467,0.6633298352109008,8.190267790261421e-6,*
svy_interaction_cannabis_by_gender,province_regionQuebec,-0.06681569231223353,0.03797135839825601,0.9353675808868954,0.8682799479721158,1.0076387384248335,0.07847975802045115,
svy_interaction_cannabis_by_gender,province_regionOntario,-0.36590268984720487,0.03510139803232695,0.693570289356893,0.647457027521721,0.742967835440579,2.119014810223802e-25,*
svy_interaction_cannabis_by_gender,province_regionWestern,-0.42892664308785505,0.04173998620221099,0.6512076980148154,0.6000521506374767,0.7067243497139952,9.890284232912e-25,*
svy_interaction_cannabis_by_gender,mental_health.L,0.33926034958770235,0.049452186029024785,1.4039088047155257,1.2742172369168068,1.5468005571223171,6.997224896590494e-12,*
svy_interaction_cannabis_by_gender,mental_health.Q,-0.06442724005574915,0.04260520383244182,0.9376043318191793,0.8624870295031954,1.019263888005904,0.13049527792154827,
svy_interaction_cannabis_by_gender,mental_health.C,0.15479576117924754,0.036226478049478233,1.1674195043719966,1.0874009443375168,1.2533263892082291,1.9343533231242237e-5,*
svy_interaction_cannabis_by_gender,mental_health^4,-0.010859871178760083,0.029534120179361134,0.989198884337459,0.9335619592006593,1.048151569513719,0.7130950296112206,
svy_interaction_cannabis_by_gender,cannabis_any_use,1.6404276222493468,0.03787349524406103,5.1573744488236395,4.788389026458865,5.554793284005417,0,*
svy_interaction_cannabis_by_gender,genderMale:cannabis_any_use,0.22226549975833002,0.06237838108050967,1.248902917273233,1.1051724007561192,1.4113259575668573,3.669373134183964e-4,*
svy_interaction_cannabis_by_gender,genderNon-binary:cannabis_any_use,0.06291812825464191,0.19757979985299537,1.0649396471944552,0.7229998263077391,1.568598512614209,0.7501502122894306,
