model,term,log_odds,se,or,or_lower95,or_upper95,p_value,significant
ebac_missingness_model_eligible_drinkers,(Intercept),-0.48975721413938383,0.03931070099744528,0.612775149267849,0.5673336290712974,0.6618563827688171,1.5228755731849094e-35,*
ebac_missingness_model_eligible_drinkers,cannabis_any_use,-0.58414319441945,0.030476476263226648,0.5575833977720555,0.5252513920997335,0.5919056096704214,2.0352715778559819e-81,*
ebac_missingness_model_eligible_drinkers,age_group.L,-0.4965192481412769,0.031899482618244566,0.6086455209521561,0.5717556917538761,0.6479154917352165,2.0060929061955555e-54,*
ebac_missingness_model_eligible_drinkers,age_group.Q,0.06838322083550084,0.03084452922054079,1.0707755733725874,1.0079582277340038,1.1375077825486697,0.026628221225270494,*
ebac_missingness_model_eligible_drinkers,age_group.C,-0.007885039005545817,0.030730336515186606,0.9921459663681337,0.9341505086338122,1.0537419928402836,0.7974984317942213,
ebac_missingness_model_eligible_drinkers,genderMan,-0.18071998060674638,0.03177118046259091,0.834669049496092,0.7842772026283714,0.8882987033818281,1.2954336050414277e-8,*
ebac_missingness_model_eligible_drinkers,genderTransgender/Non-binary,0.21650252862912078,0.08189387226935739,1.2417262252149524,1.057584264736466,1.4579301808833067,0.008204686607843759,*
ebac_missingness_model_eligible_drinkers,province_regionQuebec,-0.07923473293996292,0.03838109747360195,0.9238230472920804,0.8568750275617872,0.9960017450111595,0.03898602251141719,*
ebac_missingness_model_eligible_drinkers,province_regionOntario,0.20986331809598777,0.03597429048111208,1.2335094500137969,1.1495289974996739,1.3236252122241667,5.474086339352226e-9,*
ebac_missingness_model_eligible_drinkers,province_regionWestern,0.21401082014070769,0.041285135808113,1.2386360569373673,1.142353179010292,1.3430341069077782,2.1883988172713616e-7,*
ebac_missingness_model_eligible_drinkers,mental_health.L,0.05949740017030459,0.05613629916150675,1.0613030017688898,0.9507235445927291,1.1847440488561458,0.28921009453561464,
ebac_missingness_model_eligible_drinkers,mental_health.Q,0.18700165295038929,0.04458865579681432,1.205629277893662,1.1047357106176803,1.3157372770195759,2.7491400377808762e-5,*
ebac_missingness_model_eligible_drinkers,mental_health.C,-0.09964945455068494,0.03691202380403719,0.9051546602758852,0.8419804564925727,0.9730688553415141,0.006945007325050095,*
ebac_missingness_model_eligible_drinkers,mental_health^4,0.05076252672387374,0.029768705526244305,1.0520730243879601,0.9924433866319002,1.1152854294301078,0.08816117934472287,
ebac_missingness_model_eligible_drinkers,physical_health.L,0.4253854984009494,0.06814251756182103,1.530180187994337,1.3388666582125577,1.7488309185743103,4.3588521391709554e-10,*
ebac_missingness_model_eligible_drinkers,physical_health.Q,0.15985882744602237,0.05606652595803359,1.1733452151583355,1.0512355925165084,1.3096388704260322,0.0043578146841910526,*
ebac_missingness_model_eligible_drinkers,physical_health.C,-0.08787429904747915,0.04276097904694836,0.9158759959729592,0.8422423301719879,0.9959471400922928,0.039886144407722146,*
ebac_missingness_model_eligible_drinkers,physical_health^4,-0.02277189949625774,0.03025501170298784,0.9774854232634526,0.921204786862613,1.0372045025369907,0.45165665909812336,
