model,term,estimate,se,ci_lower95,ci_upper95,p_value,significant
observed_domain_survey_weighted,(Intercept),0.12948263201295426,0.0021497201222803026,0.1252690248963691,0.13369623912953943,0,*
observed_domain_survey_weighted,cannabis_any_use,0.058157772089698315,0.001559183150630066,0.055101660202637556,0.06121388397675907,2.774574948595095e-295,*
observed_domain_survey_weighted,age_group.L,-0.03159838942448883,0.0015842534589311696,-0.034703640931343656,-0.028493137917634002,9.921080743468521e-88,*
observed_domain_survey_weighted,age_group.Q,-0.008827160141060665,0.0015596342080091373,-0.011884156133248757,-0.005770164148872572,1.534789027043703e-8,*
observed_domain_survey_weighted,age_group.C,0.001238075274651722,0.0015775510358248658,-0.001854038997543399,0.0043301895468468455,0.43257442280257763,
observed_domain_survey_weighted,genderMan,-0.013690966607523575,0.0016301023665866627,-0.01688608529363703,-0.01049584792141012,4.780028206619788e-17,*
observed_domain_survey_weighted,genderTransgender/Non-binary,-0.03854691250614763,0.004201481884190859,-0.04678212125911382,-0.030311703753181443,4.923158707503121e-20,*
observed_domain_survey_weighted,province_regionQuebec,-0.015376208179758242,0.0019390612515304236,-0.019176908654328112,-0.01157550770518837,2.3010358026118814e-15,*
observed_domain_survey_weighted,province_regionOntario,-0.013157037367645199,0.0019086871199728858,-0.016898202344749855,-0.00941587239054054,5.601934624850558e-12,*
observed_domain_survey_weighted,province_regionWestern,-0.018630540899337206,0.0021708306408020103,-0.022885526160991567,-0.014375555637682842,9.916441317608574e-18,*
observed_domain_survey_weighted,mental_health.L,0.015023680720583259,0.0032128017250875962,0.00872635667700199,0.02132100476416453,2.9399407910561204e-6,*
observed_domain_survey_weighted,mental_health.Q,0.00901506325217914,0.0024533014125406394,0.004206414822147924,0.01382371168221036,2.3872923710878651e-4,*
observed_domain_survey_weighted,mental_health.C,0.0038481827464519284,0.0019425126140188295,4.071735146644927e-5,0.00765564814143741,0.047600006604387374,*
observed_domain_survey_weighted,mental_health^4,-1.420450551698544e-5,0.001476011871643217,-0.0029072946627244907,0.002878885651690522,0.9923217072851898,
observed_domain_survey_weighted,physical_health.L,-0.015831814688856305,0.003968701896834018,-0.023610757809306118,-0.008052871568406486,6.652145383646694e-5,*
observed_domain_survey_weighted,physical_health.Q,-9.561893178541836e-4,0.0032639115751688028,-0.0073536923688316954,0.005441313733123333,0.7695569605806987,
observed_domain_survey_weighted,physical_health.C,0.0035477122767430783,0.002433375769405575,-0.0012218804497822404,0.0083173050032684,0.1448718422524338,
observed_domain_survey_weighted,physical_health^4,0.0013976894513841288,0.0016713529462345385,-0.0018782833580945474,0.004673662260862807,0.4030164925621287,
ipw_adjusted_eligible_domain,(Intercept),0.12931323374536,0.0021316835042795544,0.12513497970621937,0.13349148778450062,0,*
ipw_adjusted_eligible_domain,cannabis_any_use,0.05874417842223815,0.0015855085958990992,0.05563646675603256,0.061851890088443745,1.715318578442446e-291,*
ipw_adjusted_eligible_domain,age_group.L,-0.03070638237661314,0.0015847410983673951,-0.0338125896920765,-0.02760017506114978,6.0675174717120135e-83,*
ipw_adjusted_eligible_domain,age_group.Q,-0.008568665477840102,0.0015600375868882147,-0.011626452121842792,-0.005510878833837409,4.0046356730150237e-8,*
ipw_adjusted_eligible_domain,age_group.C,0.0014170884062114563,0.0015751842963094883,-0.0016703868851406516,0.004504563697563566,0.3683252770740054,
ipw_adjusted_eligible_domain,genderMan,-0.014049020724236819,0.001648262277946036,-0.0172797341517063,-0.010818307296767337,1.6462605130688968e-17,*
ipw_adjusted_eligible_domain,genderTransgender/Non-binary,-0.038570975305666194,0.004257171486386669,-0.0469153397118265,-0.03022661089950588,1.408229742859146e-19,*
ipw_adjusted_eligible_domain,province_regionQuebec,-0.015344528279099793,0.0019431419489919215,-0.01915322721620727,-0.011535829341992314,2.99647069955494e-15,*
ipw_adjusted_eligible_domain,province_regionOntario,-0.013032305989173331,0.0019180098523807574,-0.016791744196924478,-0.009272867781422183,1.1132468258406567e-11,*
ipw_adjusted_eligible_domain,province_regionWestern,-0.018427217429204217,0.0021698965149300566,-0.02268037173650268,-0.01417406312190575,2.154818178703785e-17,*
ipw_adjusted_eligible_domain,mental_health.L,0.014981703432114121,0.0033010086385933755,0.00851148745035547,0.021451919413872776,5.695109437480491e-6,*
ipw_adjusted_eligible_domain,mental_health.Q,0.009832651747472864,0.0025137867680458553,0.004905447640465605,0.014759855854480128,9.200549862877057e-5,*
ipw_adjusted_eligible_domain,mental_health.C,0.003716517409133279,0.0019639653174438037,-1.329968381118974e-4,0.007566031656378458,0.05845703428380512,
ipw_adjusted_eligible_domain,mental_health^4,-1.1526794585986609e-4,0.0014756486984336798,-0.0030076462572766575,0.002777110365556927,0.9377385576715636,
ipw_adjusted_eligible_domain,physical_health.L,-0.01632599081308528,0.003956497545487692,-0.024081012521090187,-0.008570969105080373,3.698900955062308e-5,*
ipw_adjusted_eligible_domain,physical_health.Q,-8.372491404752708e-4,0.003253076287662557,-0.007213514243278332,0.005539015962327794,0.7968944181153265,
ipw_adjusted_eligible_domain,physical_health.C,0.0038883380704620297,0.0024250723403151362,-8.649793337341563e-4,0.008641655474658219,0.10886289103107788,
ipw_adjusted_eligible_domain,physical_health^4,0.001434257108422024,0.0016681026011958417,-0.0018353447893996113,0.004703859006243661,0.3899012862663853,
