model,term,log_odds,se,or,or_lower95,or_upper95,p_value,significant
observed_domain_survey_weighted,(Intercept),0.47417598606349076,0.048884897275055184,1.606689717147022,1.4598855573808445,1.768256308951584,3.3471186181303595e-22,*
observed_domain_survey_weighted,cannabis_any_use,1.1989368006501862,0.03740024177851806,3.3165888524363547,3.0821568205939416,3.568852026804206,2.1730064983183817e-220,*
observed_domain_survey_weighted,age_group.L,-0.49483442606488587,0.03847223986193732,0.6096718447062329,0.5653881445190342,0.657424040158641,1.0075371477398289e-37,*
observed_domain_survey_weighted,age_group.Q,-0.13002487055819412,0.03721597048214362,0.878073592468615,0.8163020217667749,0.9445195690217524,4.771523710081992e-4,*
observed_domain_survey_weighted,age_group.C,-0.002628358196950749,0.036558130104867366,0.9973750929122092,0.9284071152277502,1.0714664500579698,0.9426858774469562,
observed_domain_survey_weighted,genderMale,-0.41241077658162256,0.037941903969015485,0.6620522646218675,0.6146024419795532,0.7131654076726323,1.8926638101061023e-27,*
observed_domain_survey_weighted,genderNon-binary,-0.8389501361726421,0.10576509371864196,0.43216399869350375,0.35124988733694323,0.5317175278909061,2.2555765088668527e-15,*
observed_domain_survey_weighted,province_regionQuebec,-0.2750677599194504,0.04569046738810792,0.7595206564227949,0.6944574506827134,0.8306795858634638,1.769298812761875e-9,*
observed_domain_survey_weighted,province_regionOntario,-0.3275812610679646,0.04488205507429067,0.7206647269107185,0.6599749895832037,0.7869353487793413,3.004538843218996e-13,*
observed_domain_survey_weighted,province_regionWestern,-0.4726137112773275,0.05081438062236986,0.6233708257943148,0.5642749890119656,0.6886556980522947,1.521192904518791e-20,*
observed_domain_survey_weighted,mental_health.L,0.3177049383000697,0.0698537015907599,1.3739707952532612,1.1981594942137304,1.575579674764176,5.441055062023234e-6,*
observed_domain_survey_weighted,mental_health.Q,0.04401622882173285,0.05600299437475915,1.0449993138584068,0.9363614657110364,1.1662414633170548,0.4318982264341594,
observed_domain_survey_weighted,mental_health.C,0.07988528975328162,0.04506122847727564,1.0831628106750706,0.9915975185703704,1.1831833505604499,0.0762730277301273,
observed_domain_survey_weighted,mental_health^4,-0.008760798556251713,0.03539217233323879,0.9912774654169023,0.9248423214155514,1.0624849130383176,0.8044965924973226,
observed_domain_survey_weighted,physical_health.L,-0.3335632935491104,0.09156778283709795,0.7163665558232437,0.5986711805029284,0.8572001776850962,2.7030939952990183e-4,*
observed_domain_survey_weighted,physical_health.Q,-0.06031142559361538,0.0755988937672129,0.9414712896695314,0.8118085584730886,1.0918438590240533,0.42500575194148893,
observed_domain_survey_weighted,physical_health.C,0.06031880483713879,0.05675195174712198,1.0621751191390718,0.9503555222863046,1.187151499897545,0.2878617680342609,
observed_domain_survey_weighted,physical_health^4,0.025033317985386404,0.03911334271342069,1.0253492825277324,0.9496786011427812,1.107049426948254,0.5221663590046869,
ipw_adjusted_eligible_domain,(Intercept),0.4711633201840398,0.04847797808580908,1.6018565818237716,1.456655380533437,1.761531617583063,2.772698425705137e-22,*
ipw_adjusted_eligible_domain,cannabis_any_use,1.203024081138884,0.03768882665075403,3.3301724223616804,3.093030181262682,3.585496329728965,1.4362491439370672e-218,*
ipw_adjusted_eligible_domain,age_group.L,-0.483535557168976,0.038850238517949186,0.6165995106424552,0.5713891155577135,0.6653871174172086,1.9350336266113384e-35,*
ipw_adjusted_eligible_domain,age_group.Q,-0.12239666113403873,0.037531723032795415,0.8847973341724247,0.8220438365397112,0.9523413323722558,0.001111302116676386,*
ipw_adjusted_eligible_domain,age_group.C,9.759803780029284e-4,0.03680290464649126,1.000976456801833,0.931312518207666,1.075851389821149,0.9788435310448377,
ipw_adjusted_eligible_domain,genderMale,-0.41433446743214264,0.038477076013627175,0.6607799049435573,0.6127781465513215,0.7125418640245975,5.6748559806209915e-27,*
ipw_adjusted_eligible_domain,genderNon-binary,-0.8468698537307321,0.10618242306034509,0.428754899256167,0.3481941361090041,0.5279547946741318,1.5901692890231008e-15,*
